web-scraper-order;categoryLink;bookLink-href;title;price;ratingClass
1760744992-335;Religion;https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html;A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam;�27.62;star-rating One
1760744993-326;Nonfiction;https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;�16.77;star-rating Three
1760744995-327;Nonfiction;https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html;Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity;�31.12;star-rating Three
1760744995-336;Religion;https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html;The Book of Mormon;�24.57;star-rating Three
1760744997-328;Nonfiction;https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html;Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness;�44.18;star-rating Four
1760744997-337;Religion;https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html;God: The Most Unpleasant Character in All Fiction;�30.03;star-rating Five
1760744999-329;Nonfiction;https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html;#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.;�23.11;star-rating Five
1760744999-338;Religion;https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html;You Are What You Love: The Spiritual Power of Habit;�21.87;star-rating Four
1760745001-330;Nonfiction;https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html;Reasons to Stay Alive;�26.41;star-rating Two
1760745001-339;Religion;https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html;Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master;�37.97;star-rating Two
1760745003-331;Nonfiction;https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html;The Five Love Languages: How to Express Heartfelt Commitment to Your Mate;�31.05;star-rating Three
1760745005-332;Nonfiction;https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html;Worlds Elsewhere: Journeys Around Shakespeare?s Globe;�40.30;star-rating Five
1760745005-340;Childrens;https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html;The Day the Crayons Came Home (Crayons);�26.33;star-rating Five
1760745008-341;Childrens;https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html;The Lonely Ones;�43.59;star-rating Five
1760745009-333;Religion;https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html;Choosing Our Religion: The Spiritual Lives of America's Nones;�28.42;star-rating Four
1760745010-342;Childrens;https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html;The Thing About Jellyfish;�48.77;star-rating One
1760745011-334;Religion;https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html;The Bhagavad Gita;�57.49;star-rating Three
1760745012-343;Childrens;https://books.toscrape.com/catalogue/the-wild-robot_288/index.html;The Wild Robot;�56.07;star-rating Three
1760745013-335;Religion;https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html;A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam;�27.62;star-rating One
1760745014-344;Childrens;https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html;Maybe Something Beautiful: How Art Transformed a Neighborhood;�22.54;star-rating One
1760745015-336;Religion;https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html;The Book of Mormon;�24.57;star-rating Three
1760745016-345;Childrens;https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html;Playing from the Heart;�32.38;star-rating One
1760745017-337;Religion;https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html;God: The Most Unpleasant Character in All Fiction;�30.03;star-rating Five
1760745018-346;Childrens;https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html;Raymie Nightingale;�34.41;star-rating Two
1760745019-338;Religion;https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html;You Are What You Love: The Spiritual Power of Habit;�21.87;star-rating Four
1760745021-339;Religion;https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html;Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master;�37.97;star-rating Two
1760745021-347;Childrens;https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html;Shrunken Treasures: Literary Classics, Short, Sweet, and Silly;�52.87;star-rating Three
1760745023-348;Childrens;https://books.toscrape.com/catalogue/the-whale_501/index.html;The Whale;�35.96;star-rating Four
1760745025-340;Childrens;https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html;The Day the Crayons Came Home (Crayons);�26.33;star-rating Five
1760745025-349;Childrens;https://books.toscrape.com/catalogue/nap-a-roo_567/index.html;Nap-a-Roo;�25.08;star-rating One
1760745027-341;Childrens;https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html;The Lonely Ones;�43.59;star-rating Five
1760745027-350;Childrens;https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html;Luis Paints the World;�53.95;star-rating Three
1760745029-342;Childrens;https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html;The Thing About Jellyfish;�48.77;star-rating One
1760745029-351;Childrens;https://books.toscrape.com/catalogue/once-was-a-time_724/index.html;Once Was a Time;�18.28;star-rating Two
1760745031-343;Childrens;https://books.toscrape.com/catalogue/the-wild-robot_288/index.html;The Wild Robot;�56.07;star-rating Three
1760745031-352;Childrens;https://books.toscrape.com/catalogue/rain-fish_728/index.html;Rain Fish;�23.57;star-rating Three
1760745033-344;Childrens;https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html;Maybe Something Beautiful: How Art Transformed a Neighborhood;�22.54;star-rating One
1760745034-353;Childrens;https://books.toscrape.com/catalogue/twenty-yawns_773/index.html;Twenty Yawns;�22.08;star-rating Two
1760745035-345;Childrens;https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html;Playing from the Heart;�32.38;star-rating One
1760745036-354;Childrens;https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html;Walt Disney's Alice in Wonderland;�12.96;star-rating Five
1760745037-346;Childrens;https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html;Raymie Nightingale;�34.41;star-rating Two
1760745038-355;Childrens;https://books.toscrape.com/catalogue/little-red_817/index.html;Little Red;�13.47;star-rating Three
1760745039-347;Childrens;https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html;Shrunken Treasures: Literary Classics, Short, Sweet, and Silly;�52.87;star-rating Three
1760745040-356;Childrens;https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html;The White Cat and the Monk: A Retelling of the Poem ?Pangur B�n?;�58.08;star-rating Four
1760745041-348;Childrens;https://books.toscrape.com/catalogue/the-whale_501/index.html;The Whale;�35.96;star-rating Four
1760745042-357;Childrens;https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html;The Secret of Dreadwillow Carse;�56.13;star-rating One
1760745044-349;Childrens;https://books.toscrape.com/catalogue/nap-a-roo_567/index.html;Nap-a-Roo;�25.08;star-rating One
1760745044-358;Childrens;https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html;The Bear and the Piano;�36.89;star-rating One
1760745046-350;Childrens;https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html;Luis Paints the World;�53.95;star-rating Three
1760745047-359;Childrens;https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html;Birdsong: A Story in Pictures;�54.64;star-rating Three
1760745048-351;Childrens;https://books.toscrape.com/catalogue/once-was-a-time_724/index.html;Once Was a Time;�18.28;star-rating Two
1760745050-352;Childrens;https://books.toscrape.com/catalogue/rain-fish_728/index.html;Rain Fish;�23.57;star-rating Three
1760745051-360;Fiction;https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html;Eligible (The Austen Project #4);�27.09;star-rating Three
1760745052-353;Childrens;https://books.toscrape.com/catalogue/twenty-yawns_773/index.html;Twenty Yawns;�22.08;star-rating Two
1760745053-361;Fiction;https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html;I Am Pilgrim (Pilgrim #1);�10.60;star-rating Four
1760745054-354;Childrens;https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html;Walt Disney's Alice in Wonderland;�12.96;star-rating Five
1760745055-362;Fiction;https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html;Mr. Mercedes (Bill Hodges Trilogy #1);�28.90;star-rating One
1760745056-355;Childrens;https://books.toscrape.com/catalogue/little-red_817/index.html;Little Red;�13.47;star-rating Three
1760745057-363;Fiction;https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html;My Mrs. Brown;�24.48;star-rating Three
1760745058-356;Childrens;https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html;The White Cat and the Monk: A Retelling of the Poem ?Pangur B�n?;�58.08;star-rating Four
1760745060-357;Childrens;https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html;The Secret of Dreadwillow Carse;�56.13;star-rating One
1760745060-364;Fiction;https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html;My Name Is Lucy Barton;�41.56;star-rating One
1760745062-358;Childrens;https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html;The Bear and the Piano;�36.89;star-rating One
1760745062-365;Fiction;https://books.toscrape.com/catalogue/shtum_733/index.html;Shtum;�55.84;star-rating Four
1760745064-359;Childrens;https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html;Birdsong: A Story in Pictures;�54.64;star-rating Three
1760745064-366;Fiction;https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html;Still Life with Bread Crumbs;�26.41;star-rating Three
1760745066-367;Fiction;https://books.toscrape.com/catalogue/take-me-with-you_741/index.html;Take Me with You;�45.21;star-rating Three
1760745068-360;Fiction;https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html;Eligible (The Austen Project #4);�27.09;star-rating Three
1760745068-368;Fiction;https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html;The First Hostage (J.B. Collins #2);�25.85;star-rating Three
1760745070-361;Fiction;https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html;I Am Pilgrim (Pilgrim #1);�10.60;star-rating Four
1760745070-369;Fiction;https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html;The Testament of Mary;�52.67;star-rating Four
1760745072-362;Fiction;https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html;Mr. Mercedes (Bill Hodges Trilogy #1);�28.90;star-rating One
1760745073-370;Fiction;https://books.toscrape.com/catalogue/the-time-keeper_766/index.html;The Time Keeper;�27.88;star-rating Five
1760745074-363;Fiction;https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html;My Mrs. Brown;�24.48;star-rating Three
1760745075-371;Fiction;https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html;Finders Keepers (Bill Hodges Trilogy #2);�53.53;star-rating Five
1760745076-364;Fiction;https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html;My Name Is Lucy Barton;�41.56;star-rating One
1760745077-372;Fiction;https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html;The Regional Office Is Under Attack!;�51.36;star-rating Five
1760745078-365;Fiction;https://books.toscrape.com/catalogue/shtum_733/index.html;Shtum;�55.84;star-rating Four
1760745079-373;Fiction;https://books.toscrape.com/catalogue/the-vacationers_863/index.html;The Vacationers;�42.15;star-rating Four
1760745080-366;Fiction;https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html;Still Life with Bread Crumbs;�26.41;star-rating Three
1760745081-374;Fiction;https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html;Tuesday Nights in 1980;�21.04;star-rating Two
1760745082-367;Fiction;https://books.toscrape.com/catalogue/take-me-with-you_741/index.html;Take Me with You;�45.21;star-rating Three
1760745083-375;Fiction;https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html;The Murder That Never Was (Forensic Instincts #5);�54.11;star-rating Three
1760745084-368;Fiction;https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html;The First Hostage (J.B. Collins #2);�25.85;star-rating Three
1760745086-369;Fiction;https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html;The Testament of Mary;�52.67;star-rating Four
1760745086-376;Fiction;https://books.toscrape.com/catalogue/thirst_946/index.html;Thirst;�17.27;star-rating Five
1760745088-370;Fiction;https://books.toscrape.com/catalogue/the-time-keeper_766/index.html;The Time Keeper;�27.88;star-rating Five
1760745088-377;Fiction;https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html;We Love You, Charlie Freeman;�50.27;star-rating Five
1760745090-371;Fiction;https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html;Finders Keepers (Bill Hodges Trilogy #2);�53.53;star-rating Five
1760745090-378;Fiction;https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html;Private Paris (Private #10);�47.61;star-rating Five
1760745092-372;Fiction;https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html;The Regional Office Is Under Attack!;�51.36;star-rating Five
1760745092-379;Fiction;https://books.toscrape.com/catalogue/soumission_998/index.html;Soumission;�50.10;star-rating One
1760745094-373;Fiction;https://books.toscrape.com/catalogue/the-vacationers_863/index.html;The Vacationers;�42.15;star-rating Four
1760745096-374;Fiction;https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html;Tuesday Nights in 1980;�21.04;star-rating Two
1760745096-380;Womens Fiction;https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html;Bridget Jones's Diary (Bridget Jones #1);�29.82;star-rating One
1760745098-375;Fiction;https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html;The Murder That Never Was (Forensic Instincts #5);�54.11;star-rating Three
1760745099-381;Womens Fiction;https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html;The Edge of Reason (Bridget Jones #2);�19.18;star-rating Four
1760745101-376;Fiction;https://books.toscrape.com/catalogue/thirst_946/index.html;Thirst;�17.27;star-rating Five
1760745101-382;Womens Fiction;https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html;I've Got Your Number;�19.69;star-rating One
1760745103-377;Fiction;https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html;We Love You, Charlie Freeman;�50.27;star-rating Five
1760745103-383;Womens Fiction;https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html;Something Blue (Darcy & Rachel #2);�54.62;star-rating One
1760745105-378;Fiction;https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html;Private Paris (Private #10);�47.61;star-rating Five
1760745105-384;Womens Fiction;https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html;Something Borrowed (Darcy & Rachel #1);�48.96;star-rating Five
1760745107-379;Fiction;https://books.toscrape.com/catalogue/soumission_998/index.html;Soumission;�50.10;star-rating One
1760745107-385;Womens Fiction;https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html;The Devil Wears Prada (The Devil Wears Prada #1);�44.29;star-rating One
1760745109-386;Womens Fiction;https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html;The Nanny Diaries (Nanny #1);�52.53;star-rating Five
1760745111-380;Womens Fiction;https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html;Bridget Jones's Diary (Bridget Jones #1);�29.82;star-rating One
1760745112-387;Womens Fiction;https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html;The Undomestic Goddess;�45.75;star-rating Four
1760745113-381;Womens Fiction;https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html;The Edge of Reason (Bridget Jones #2);�19.18;star-rating Four
1760745114-388;Womens Fiction;https://books.toscrape.com/catalogue/twenties-girl_292/index.html;Twenties Girl;�42.80;star-rating Two
1760745115-382;Womens Fiction;https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html;I've Got Your Number;�19.69;star-rating One
1760745116-389;Womens Fiction;https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html;Can You Keep a Secret?;�21.94;star-rating One
1760745117-383;Womens Fiction;https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html;Something Blue (Darcy & Rachel #2);�54.62;star-rating One
1760745118-390;Womens Fiction;https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html;Shopaholic Ties the Knot (Shopaholic #3);�48.39;star-rating Five
1760745119-384;Womens Fiction;https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html;Something Borrowed (Darcy & Rachel #1);�48.96;star-rating Five
1760745120-391;Womens Fiction;https://books.toscrape.com/catalogue/some-women_341/index.html;Some Women;�13.73;star-rating Five
1760745121-385;Womens Fiction;https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html;The Devil Wears Prada (The Devil Wears Prada #1);�44.29;star-rating One
1760745122-392;Womens Fiction;https://books.toscrape.com/catalogue/meternity_478/index.html;Meternity;�43.58;star-rating Three
1760745123-386;Womens Fiction;https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html;The Nanny Diaries (Nanny #1);�52.53;star-rating Five
1760745125-387;Womens Fiction;https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html;The Undomestic Goddess;�45.75;star-rating Four
1760745125-393;Womens Fiction;https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html;Grey (Fifty Shades #4);�48.49;star-rating Four
1760745127-388;Womens Fiction;https://books.toscrape.com/catalogue/twenties-girl_292/index.html;Twenties Girl;�42.80;star-rating Two
1760745127-394;Womens Fiction;https://books.toscrape.com/catalogue/keep-me-posted_594/index.html;Keep Me Posted;�20.46;star-rating Four
1760745129-389;Womens Fiction;https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html;Can You Keep a Secret?;�21.94;star-rating One
1760745129-395;Womens Fiction;https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html;Will You Won't You Want Me?;�13.86;star-rating Three
1760745131-390;Womens Fiction;https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html;Shopaholic Ties the Knot (Shopaholic #3);�48.39;star-rating Five
1760745131-396;Womens Fiction;https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html;I Had a Nice Time And Other Lies...: How to find love & sh*t like that;�57.36;star-rating Four
1760745133-391;Womens Fiction;https://books.toscrape.com/catalogue/some-women_341/index.html;Some Women;�13.73;star-rating Five
1760745135-392;Womens Fiction;https://books.toscrape.com/catalogue/meternity_478/index.html;Meternity;�43.58;star-rating Three
1760745135-397;Romance;https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html;Changing the Game (Play by Play #2);�13.38;star-rating Three
1760745137-393;Womens Fiction;https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html;Grey (Fifty Shades #4);�48.49;star-rating Four
1760745138-398;Romance;https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html;Dark Lover (Black Dagger Brotherhood #1);�12.87;star-rating One
1760745139-394;Womens Fiction;https://books.toscrape.com/catalogue/keep-me-posted_594/index.html;Keep Me Posted;�20.46;star-rating Four
1760745140-399;Romance;https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html;The Perfect Play (Play by Play #1);�59.99;star-rating Three
1760745141-395;Womens Fiction;https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html;Will You Won't You Want Me?;�13.86;star-rating Three
1760745142-400;Romance;https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html;A Girl's Guide to Moving On (New Beginnings #2);�31.30;star-rating One
1760745143-396;Womens Fiction;https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html;I Had a Nice Time And Other Lies...: How to find love & sh*t like that;�57.36;star-rating Four
1760745144-401;Romance;https://books.toscrape.com/catalogue/sit-stay-love_486/index.html;Sit, Stay, Love;�20.90;star-rating Three
1760745146-402;Romance;https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html;A Gentleman's Position (Society of Gentlemen #3);�14.75;star-rating Five
1760745147-397;Romance;https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html;Changing the Game (Play by Play #2);�13.38;star-rating Three
1760745148-403;Romance;https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html;Off the Hook (Fishing for Trouble #1);�47.67;star-rating Three
1760745149-398;Romance;https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html;Dark Lover (Black Dagger Brotherhood #1);�12.87;star-rating One
1760745151-399;Romance;https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html;The Perfect Play (Play by Play #1);�59.99;star-rating Three
1760745151-404;Romance;https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html;Take Me Home Tonight (Rock Star Romance #3);�53.98;star-rating Three
1760745153-400;Romance;https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html;A Girl's Guide to Moving On (New Beginnings #2);�31.30;star-rating One
1760745153-405;Romance;https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html;Dirty (Dive Bar #1);�40.83;star-rating Four
1760745155-401;Romance;https://books.toscrape.com/catalogue/sit-stay-love_486/index.html;Sit, Stay, Love;�20.90;star-rating Three
1760745155-406;Romance;https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html;Hold Your Breath (Search and Rescue #1);�28.82;star-rating One
1760745157-402;Romance;https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html;A Gentleman's Position (Society of Gentlemen #3);�14.75;star-rating Five
1760745157-407;Romance;https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html;The Wedding Pact (The O'Malleys #2);�32.61;star-rating Three
1760745159-403;Romance;https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html;Off the Hook (Fishing for Trouble #1);�47.67;star-rating Three
1760745159-408;Romance;https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html;Doing It Over (Most Likely To #1);�35.61;star-rating Three
1760745161-409;Romance;https://books.toscrape.com/catalogue/something-more-than-this_834/index.html;Something More Than This;�16.24;star-rating Four
1760745162-404;Romance;https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html;Take Me Home Tonight (Rock Star Romance #3);�53.98;star-rating Three
1760745164-405;Romance;https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html;Dirty (Dive Bar #1);�40.83;star-rating Four
1760745164-410;Romance;https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html;Suddenly in Love (Lake Haven #1);�55.99;star-rating Two
1760745166-406;Romance;https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html;Hold Your Breath (Search and Rescue #1);�28.82;star-rating One
1760745166-411;Romance;https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html;The Wedding Dress;�24.12;star-rating One
1760745168-407;Romance;https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html;The Wedding Pact (The O'Malleys #2);�32.61;star-rating Three
1760745168-412;Romance;https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html;Fifty Shades Darker (Fifty Shades #2);�21.96;star-rating One
1760745170-408;Romance;https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html;Doing It Over (Most Likely To #1);�35.61;star-rating Three
1760745170-413;Romance;https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html;First and First (Five Boroughs #3);�15.97;star-rating Four
1760745172-409;Romance;https://books.toscrape.com/catalogue/something-more-than-this_834/index.html;Something More Than This;�16.24;star-rating Four
1760745172-414;Romance;https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html;Her Backup Boyfriend (The Sorensen Family #1);�33.97;star-rating One
1760745174-410;Romance;https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html;Suddenly in Love (Lake Haven #1);�55.99;star-rating Two
1760745174-415;Romance;https://books.toscrape.com/catalogue/black-dust_976/index.html;Black Dust;�34.53;star-rating Five
1760745176-411;Romance;https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html;The Wedding Dress;�24.12;star-rating One
1760745177-416;Romance;https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html;Chase Me (Paris Nights #2);�25.27;star-rating Five
1760745178-412;Romance;https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html;Fifty Shades Darker (Fifty Shades #2);�21.96;star-rating One
1760745180-413;Romance;https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html;First and First (Five Boroughs #3);�15.97;star-rating Four
1760745181-417;Philosophy;https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html;Beyond Good and Evil;�43.38;star-rating One
1760745182-414;Romance;https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html;Her Backup Boyfriend (The Sorensen Family #1);�33.97;star-rating One
1760745183-418;Philosophy;https://books.toscrape.com/catalogue/meditations_33/index.html;Meditations;�25.89;star-rating Two
1760745184-415;Romance;https://books.toscrape.com/catalogue/black-dust_976/index.html;Black Dust;�34.53;star-rating Five
1760745185-419;Philosophy;https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html;The Nicomachean Ethics;�36.34;star-rating One
1760745186-416;Romance;https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html;Chase Me (Paris Nights #2);�25.27;star-rating Five
1760745187-420;Philosophy;https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html;Run, Spot, Run: The Ethics of Keeping Pets;�20.02;star-rating One
1760745190-417;Philosophy;https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html;Beyond Good and Evil;�43.38;star-rating One
1760745190-421;Philosophy;https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html;Critique of Pure Reason;�20.75;star-rating One
1760745192-418;Philosophy;https://books.toscrape.com/catalogue/meditations_33/index.html;Meditations;�25.89;star-rating Two
